datetime,conditions,quarter
2019-04-27,Partially cloudy,2
2019-04-28,"Rain, Partially cloudy",2
2019-04-29,"Rain, Partially cloudy",2
2019-04-30,"Rain, Partially cloudy",2
2019-05-01,Clear,2
2019-05-02,Partially cloudy,2
2019-05-03,Partially cloudy,2
2019-05-04,Partially cloudy,2
2019-05-05,Partially cloudy,2
2019-05-06,"Rain, Partially cloudy",2
2019-05-07,Partially cloudy,2
2019-05-08,Overcast,2
2019-05-09,Overcast,2
2019-05-10,"Rain, Partially cloudy",2
2019-05-11,"Rain, Partially cloudy",2
2019-05-12,Partially cloudy,2
2019-05-13,Partially cloudy,2
2019-05-14,Partially cloudy,2
2019-05-15,Partially cloudy,2
2019-05-16,"Rain, Partially cloudy",2
2019-05-17,Clear,2
2019-05-18,"Rain, Partially cloudy",2
2019-05-19,"Rain, Partially cloudy",2
2019-05-20,Clear,2
2019-05-21,Partially cloudy,2
2019-05-22,"Rain, Partially cloudy",2
2019-05-23,Partially cloudy,2
2019-05-24,Clear,2
2019-05-25,Partially cloudy,2
2019-05-26,"Rain, Partially cloudy",2
2019-05-27,Clear,2
2019-05-28,Clear,2
2019-05-29,Clear,2
2019-05-30,Partially cloudy,2
2019-05-31,Partially cloudy,2
2019-06-01,Overcast,2
2019-06-02,Partially cloudy,2
2019-06-03,Partially cloudy,2
2019-06-04,Partially cloudy,2
2019-06-05,Partially cloudy,2
2019-06-06,Overcast,2
2019-06-07,Partially cloudy,2
2019-06-08,Partially cloudy,2
2019-06-09,Partially cloudy,2
2019-06-10,Clear,2
2019-06-11,Clear,2
2019-06-12,Partially cloudy,2
2019-06-13,Partially cloudy,2
2019-06-14,Partially cloudy,2
2019-06-15,Partially cloudy,2
2019-06-16,Partially cloudy,2
2019-06-17,Partially cloudy,2
2019-06-18,Overcast,2
2019-06-19,Partially cloudy,2
2019-06-20,Partially cloudy,2
2019-06-21,Partially cloudy,2
2019-06-22,Partially cloudy,2
2019-06-23,Partially cloudy,2
2019-06-24,Overcast,2
2019-06-25,Overcast,2
2019-06-26,Partially cloudy,2
2019-06-27,Partially cloudy,2
2019-06-28,Partially cloudy,2
2019-06-29,Clear,2
2019-06-30,Clear,2
2020-04-01,Partially cloudy,2
2020-04-02,Partially cloudy,2
2020-04-03,Clear,2
2020-04-04,Partially cloudy,2
2020-04-05,"Rain, Partially cloudy",2
2020-04-06,"Rain, Partially cloudy",2
2020-04-07,"Rain, Partially cloudy",2
2020-04-08,"Rain, Partially cloudy",2
2020-04-09,"Rain, Partially cloudy",2
2020-04-10,"Rain, Partially cloudy",2
2020-04-11,Partially cloudy,2
2020-04-12,"Rain, Partially cloudy",2
2020-04-13,"Rain, Partially cloudy",2
2020-04-14,Clear,2
2020-04-15,Clear,2
2020-04-16,Clear,2
2020-04-17,Partially cloudy,2
2020-04-18,Partially cloudy,2
2020-04-19,Partially cloudy,2
2020-04-20,Partially cloudy,2
2020-04-21,Clear,2
2020-04-22,Clear,2
2020-04-23,Clear,2
2020-04-24,Clear,2
2020-04-25,Clear,2
2020-04-26,Clear,2
2020-04-27,Clear,2
2020-04-28,Partially cloudy,2
2020-04-29,Partially cloudy,2
2020-04-30,Overcast,2
2020-05-01,Partially cloudy,2
2020-05-02,Clear,2
2020-05-03,Clear,2
2020-05-04,Clear,2
2020-05-05,Clear,2
2020-05-06,Clear,2
2020-05-07,Clear,2
2020-05-08,Clear,2
2020-05-09,Partially cloudy,2
2020-05-10,Partially cloudy,2
2020-05-11,Partially cloudy,2
2020-05-12,Partially cloudy,2
2020-05-13,Clear,2
2020-05-14,Clear,2
2020-05-15,Clear,2
2020-05-16,Clear,2
2020-05-17,Partially cloudy,2
2020-05-18,"Rain, Partially cloudy",2
2020-05-19,Clear,2
2020-05-20,Clear,2
2020-05-21,Clear,2
2020-05-22,Partially cloudy,2
2020-05-23,Partially cloudy,2
2020-05-24,Clear,2
2020-05-25,Clear,2
2020-05-26,Partially cloudy,2
2020-05-27,Partially cloudy,2
2020-05-28,Partially cloudy,2
2020-05-29,Partially cloudy,2
2020-05-30,Partially cloudy,2
2020-05-31,Clear,2
2020-06-01,Clear,2
2020-06-02,Clear,2
2020-06-03,Clear,2
2020-06-04,Partially cloudy,2
2020-06-05,Overcast,2
2020-06-06,Partially cloudy,2
2020-06-07,Clear,2
2020-06-08,Clear,2
2020-06-09,Clear,2
2020-06-10,Clear,2
2020-06-11,Clear,2
2020-06-12,Partially cloudy,2
2020-06-13,Clear,2
2020-06-14,Clear,2
2020-06-15,Partially cloudy,2
2020-06-16,Partially cloudy,2
2020-06-17,Partially cloudy,2
2020-06-18,Partially cloudy,2
2020-06-19,Partially cloudy,2
2020-06-20,Overcast,2
2020-06-21,Partially cloudy,2
2020-06-22,Partially cloudy,2
2020-06-23,Partially cloudy,2
2020-06-24,Partially cloudy,2
2020-06-25,Partially cloudy,2
2020-06-26,Partially cloudy,2
2020-06-27,Partially cloudy,2
2020-06-28,Partially cloudy,2
2020-06-29,Partially cloudy,2
2020-06-30,Partially cloudy,2
2021-04-01,Clear,2
2021-04-02,Partially cloudy,2
2021-04-03,Partially cloudy,2
2021-04-04,Clear,2
2021-04-05,Clear,2
2021-04-06,Partially cloudy,2
2021-04-07,Clear,2
2021-04-08,Clear,2
2021-04-09,Clear,2
2021-04-10,Clear,2
2021-04-11,Partially cloudy,2
2021-04-12,Partially cloudy,2
2021-04-13,Overcast,2
2021-04-14,Partially cloudy,2
2021-04-15,Partially cloudy,2
2021-04-16,Partially cloudy,2
2021-04-17,Partially cloudy,2
2021-04-18,Clear,2
2021-04-19,Clear,2
2021-04-20,Partially cloudy,2
2021-04-21,Overcast,2
2021-04-22,Overcast,2
2021-04-23,Overcast,2
2021-04-24,Partially cloudy,2
2021-04-25,Partially cloudy,2
2021-04-26,Partially cloudy,2
2021-04-27,Partially cloudy,2
2021-04-28,Clear,2
2021-04-29,Clear,2
2021-04-30,Clear,2
2021-05-01,Clear,2
2021-05-02,Partially cloudy,2
2021-05-03,Partially cloudy,2
2021-05-04,Partially cloudy,2
2021-05-05,Partially cloudy,2
2021-05-06,Partially cloudy,2
2021-05-07,Partially cloudy,2
2021-05-08,Partially cloudy,2
2021-05-09,Partially cloudy,2
2021-05-10,Partially cloudy,2
2021-05-11,Partially cloudy,2
2021-05-12,Overcast,2
2021-05-13,Overcast,2
2021-05-14,Partially cloudy,2
2021-05-15,Partially cloudy,2
2021-05-16,Overcast,2
2021-05-17,Partially cloudy,2
2021-05-18,Partially cloudy,2
2021-05-19,Partially cloudy,2
2021-05-20,Partially cloudy,2
2021-05-21,Clear,2
2021-05-22,Clear,2
2021-05-23,Clear,2
2021-05-24,Clear,2
2021-05-25,Clear,2
2021-05-26,Partially cloudy,2
2021-05-27,Partially cloudy,2
2021-05-28,Partially cloudy,2
2021-05-29,Partially cloudy,2
2021-05-30,Partially cloudy,2
2021-05-31,Partially cloudy,2
2021-06-01,Partially cloudy,2
2021-06-02,Partially cloudy,2
2021-06-03,Partially cloudy,2
2021-06-04,Partially cloudy,2
2021-06-05,Partially cloudy,2
2021-06-06,Partially cloudy,2
2021-06-07,Overcast,2
2021-06-08,Partially cloudy,2
2021-06-09,Clear,2
2021-06-10,Clear,2
2021-06-11,Clear,2
2021-06-12,Clear,2
2021-06-13,Partially cloudy,2
2021-06-14,Clear,2
2021-06-15,Clear,2
2021-06-16,Clear,2
2021-06-17,"Rain, Partially cloudy",2
2021-06-18,Partially cloudy,2
2021-06-19,Partially cloudy,2
2021-06-20,Partially cloudy,2
2021-06-21,Partially cloudy,2
2021-06-22,Partially cloudy,2
2021-06-23,Partially cloudy,2
2021-06-24,Partially cloudy,2
2021-06-25,Partially cloudy,2
2021-06-26,Clear,2
2021-06-27,Partially cloudy,2
2021-06-28,Partially cloudy,2
2021-06-29,Partially cloudy,2
2021-06-30,Partially cloudy,2
2022-04-01,Partially cloudy,2
2022-04-02,Partially cloudy,2
2022-04-03,Partially cloudy,2
2022-04-04,Partially cloudy,2
2022-04-05,Clear,2
2022-04-06,Clear,2
2022-04-07,Clear,2
2022-04-08,Clear,2
2022-04-09,Clear,2
2022-04-10,Partially cloudy,2
2022-04-11,Partially cloudy,2
2022-04-12,Clear,2
2022-04-13,Clear,2
2022-04-14,Clear,2
2022-04-15,Clear,2
2022-04-16,Partially cloudy,2
2022-04-17,Partially cloudy,2
2022-04-18,Clear,2
2022-04-19,Clear,2
2022-04-20,Partially cloudy,2
2022-04-21,"Rain, Partially cloudy",2
2022-04-22,"Rain, Partially cloudy",2
2022-04-23,Clear,2
2022-04-24,Clear,2
2022-04-25,Clear,2
2022-04-26,Clear,2
2022-04-27,Partially cloudy,2
2022-04-28,Partially cloudy,2
2022-04-29,Clear,2
2022-04-30,Clear,2
2022-05-01,Partially cloudy,2
2022-05-02,Partially cloudy,2
2022-05-03,Partially cloudy,2
2022-05-04,Clear,2
2022-05-05,Partially cloudy,2
2022-05-06,Clear,2
2022-05-07,Partially cloudy,2
2022-05-08,Partially cloudy,2
2022-05-09,Clear,2
2022-05-10,Clear,2
2022-05-11,Clear,2
2022-05-12,Clear,2
2022-05-13,Clear,2
2022-05-14,Clear,2
2022-05-15,Clear,2
2022-05-16,Partially cloudy,2
2022-05-17,Partially cloudy,2
2022-05-18,Partially cloudy,2
2022-05-19,Overcast,2
2022-05-20,"Rain, Overcast",2
2022-05-21,Partially cloudy,2
2022-05-22,Partially cloudy,2
2022-05-23,Partially cloudy,2
2022-05-24,Partially cloudy,2
2022-05-25,Partially cloudy,2
2022-05-26,Partially cloudy,2
2022-05-27,Partially cloudy,2
2022-05-28,Partially cloudy,2
2022-05-29,Partially cloudy,2
2022-05-30,Partially cloudy,2
2022-05-31,Clear,2
2022-06-01,Clear,2
2022-06-02,Partially cloudy,2
2022-06-03,Partially cloudy,2
2022-06-04,Overcast,2
2022-06-05,Partially cloudy,2
2022-06-06,Partially cloudy,2
2022-06-07,Partially cloudy,2
2022-06-08,Overcast,2
2022-06-09,Partially cloudy,2
2022-06-10,Partially cloudy,2
2022-06-11,Partially cloudy,2
2022-06-12,Partially cloudy,2
2022-06-13,"Rain, Partially cloudy",2
2022-06-14,Partially cloudy,2
2022-06-15,Partially cloudy,2
2022-06-16,Partially cloudy,2
2022-06-17,Partially cloudy,2
2022-06-18,Partially cloudy,2
2022-06-19,Clear,2
2022-06-20,Clear,2
2022-06-21,Clear,2
2022-06-22,"Rain, Partially cloudy",2
2022-06-23,Partially cloudy,2
2022-06-24,Partially cloudy,2
2022-06-25,Partially cloudy,2
2022-06-26,Partially cloudy,2
2022-06-27,Clear,2
2022-06-28,Partially cloudy,2
2022-06-29,Partially cloudy,2
2022-06-30,Partially cloudy,2
