datetime,conditions,quarter
2009-11-14,Clear,4
2009-11-15,Clear,4
2009-11-16,Clear,4
2009-11-17,Clear,4
2009-11-18,Clear,4
2009-11-19,Clear,4
2009-11-20,Rain,4
2009-11-21,Partially cloudy,4
2009-11-22,Clear,4
2009-11-23,Clear,4
2009-11-24,Clear,4
2009-11-25,Clear,4
2009-11-26,Clear,4
2009-11-27,Clear,4
2009-11-28,"Rain, Partially cloudy",4
2009-11-29,Clear,4
2009-11-30,Clear,4
2009-12-01,Partially cloudy,4
2009-12-02,Partially cloudy,4
2009-12-03,Clear,4
2009-12-04,Clear,4
2009-12-05,Partially cloudy,4
2009-12-06,Partially cloudy,4
2009-12-07,"Rain, Partially cloudy",4
2009-12-08,Clear,4
2009-12-09,Clear,4
2009-12-10,"Rain, Partially cloudy",4
2009-12-11,"Rain, Overcast",4
2009-12-12,"Rain, Overcast",4
2009-12-13,"Rain, Partially cloudy",4
2009-12-14,Rain,4
2009-12-15,Rain,4
2009-12-16,Clear,4
2009-12-17,Clear,4
2009-12-18,Clear,4
2009-12-19,Clear,4
2009-12-20,Clear,4
2009-12-21,Partially cloudy,4
2009-12-22,Partially cloudy,4
2009-12-23,Clear,4
2009-12-24,Clear,4
2009-12-25,Clear,4
2009-12-26,Partially cloudy,4
2009-12-27,Clear,4
2009-12-28,Clear,4
2009-12-29,Partially cloudy,4
2009-12-30,"Rain, Partially cloudy",4
2009-12-31,Clear,4
2010-10-01,Clear,4
2010-10-02,Partially cloudy,4
2010-10-03,Partially cloudy,4
2010-10-04,"Rain, Overcast",4
2010-10-05,"Rain, Overcast",4
2010-10-06,"Rain, Overcast",4
2010-10-07,"Rain, Partially cloudy",4
2010-10-08,Clear,4
2010-10-09,Clear,4
2010-10-10,Clear,4
2010-10-11,Partially cloudy,4
2010-10-12,Partially cloudy,4
2010-10-13,Partially cloudy,4
2010-10-14,Overcast,4
2010-10-15,Overcast,4
2010-10-16,Overcast,4
2010-10-17,"Rain, Overcast",4
2010-10-18,"Rain, Overcast",4
2010-10-19,"Rain, Partially cloudy",4
2010-10-20,"Rain, Overcast",4
2010-10-21,"Rain, Overcast",4
2010-10-22,"Rain, Partially cloudy",4
2010-10-23,"Rain, Partially cloudy",4
2010-10-24,"Rain, Partially cloudy",4
2010-10-25,"Rain, Partially cloudy",4
2010-10-26,Clear,4
2010-10-27,Clear,4
2010-10-28,Clear,4
2010-10-29,Clear,4
2010-10-30,"Rain, Partially cloudy",4
2010-10-31,Rain,4
2010-11-01,Clear,4
2010-11-02,Clear,4
2010-11-03,Clear,4
2010-11-04,Clear,4
2010-11-05,Clear,4
2010-11-06,Partially cloudy,4
2010-11-07,Partially cloudy,4
2010-11-08,"Rain, Partially cloudy",4
2010-11-09,Clear,4
2010-11-10,Clear,4
2010-11-11,Clear,4
2010-11-12,Clear,4
2010-11-13,Clear,4
2010-11-14,Clear,4
2010-11-15,Clear,4
2010-11-16,Partially cloudy,4
2010-11-17,Partially cloudy,4
2010-11-18,"Rain, Partially cloudy",4
2010-11-19,Overcast,4
2010-11-20,"Rain, Partially cloudy",4
2010-11-21,"Rain, Partially cloudy",4
2010-11-22,Clear,4
2010-11-23,"Rain, Partially cloudy",4
2010-11-24,Partially cloudy,4
2010-11-25,Clear,4
2010-11-26,Clear,4
2010-11-27,"Rain, Partially cloudy",4
2010-11-28,Clear,4
2010-11-29,Clear,4
2010-11-30,Clear,4
2010-12-01,Clear,4
2010-12-02,Clear,4
2010-12-03,Clear,4
2010-12-04,Partially cloudy,4
2010-12-05,"Rain, Partially cloudy",4
2010-12-06,Rain,4
2010-12-07,Rain,4
2010-12-08,Rain,4
2010-12-09,Clear,4
2010-12-10,Clear,4
2010-12-11,Clear,4
2010-12-12,Clear,4
2010-12-13,Clear,4
2010-12-14,Partially cloudy,4
2010-12-15,"Rain, Partially cloudy",4
2010-12-16,"Rain, Partially cloudy",4
2010-12-17,"Rain, Overcast",4
2010-12-18,"Rain, Overcast",4
2010-12-19,"Rain, Overcast",4
2010-12-20,"Rain, Overcast",4
2010-12-21,"Rain, Overcast",4
2010-12-22,"Rain, Overcast",4
2010-12-23,Partially cloudy,4
2010-12-24,Rain,4
2010-12-25,"Rain, Partially cloudy",4
2010-12-26,"Rain, Partially cloudy",4
2010-12-27,Clear,4
2010-12-28,Partially cloudy,4
2010-12-29,"Rain, Partially cloudy",4
2010-12-30,Clear,4
2010-12-31,Clear,4
2011-10-01,Clear,4
2011-10-02,Clear,4
2011-10-03,Clear,4
2011-10-04,"Rain, Partially cloudy",4
2011-10-05,"Rain, Partially cloudy",4
2011-10-06,Clear,4
2011-10-07,Clear,4
2011-10-08,Clear,4
2011-10-09,Clear,4
2011-10-10,Clear,4
2011-10-11,Rain,4
2011-10-12,Clear,4
2011-10-13,Clear,4
2011-10-14,Partially cloudy,4
2011-10-15,Partially cloudy,4
2011-10-16,Partially cloudy,4
2011-10-17,"Rain, Partially cloudy",4
2011-10-18,Partially cloudy,4
2011-10-19,Overcast,4
2011-10-20,Partially cloudy,4
2011-10-21,Partially cloudy,4
2011-10-22,"Rain, Partially cloudy",4
2011-10-23,Partially cloudy,4
2011-10-24,Partially cloudy,4
2011-10-25,"Rain, Overcast",4
2011-10-26,Clear,4
2011-10-27,Rain,4
2011-10-28,Clear,4
2011-10-29,Clear,4
2011-10-30,Clear,4
2011-10-31,"Rain, Partially cloudy",4
2011-11-01,Partially cloudy,4
2011-11-02,Rain,4
2011-11-03,Partially cloudy,4
2011-11-04,"Rain, Partially cloudy",4
2011-11-05,Clear,4
2011-11-06,"Rain, Partially cloudy",4
2011-11-07,Clear,4
2011-11-08,Clear,4
2011-11-09,Clear,4
2011-11-10,Clear,4
2011-11-11,Partially cloudy,4
2011-11-12,"Rain, Overcast",4
2011-11-13,Clear,4
2011-11-14,Partially cloudy,4
2011-11-15,Partially cloudy,4
2011-11-16,Partially cloudy,4
2011-11-17,"Rain, Partially cloudy",4
2011-11-18,Overcast,4
2011-11-19,"Rain, Partially cloudy",4
2011-11-20,"Rain, Overcast",4
2011-11-21,Rain,4
2011-11-22,Clear,4
2011-11-23,Partially cloudy,4
2011-11-24,Partially cloudy,4
2011-11-25,Clear,4
2011-11-26,Clear,4
2011-11-27,Clear,4
2011-11-28,Clear,4
2011-11-29,Clear,4
2011-11-30,Partially cloudy,4
2011-12-01,Clear,4
2011-12-02,Clear,4
2011-12-03,Clear,4
2011-12-04,Clear,4
2011-12-05,Clear,4
2011-12-06,Clear,4
2011-12-07,Clear,4
2011-12-08,Clear,4
2011-12-09,Clear,4
2011-12-10,Clear,4
2011-12-11,Partially cloudy,4
2011-12-12,"Rain, Overcast",4
2011-12-13,Rain,4
2011-12-14,Clear,4
2011-12-15,"Rain, Partially cloudy",4
2011-12-16,Rain,4
2011-12-17,"Rain, Partially cloudy",4
2011-12-18,Partially cloudy,4
2011-12-19,Partially cloudy,4
2011-12-20,Clear,4
2011-12-21,Clear,4
2011-12-22,Partially cloudy,4
2011-12-23,Clear,4
2011-12-24,Clear,4
2011-12-25,Clear,4
2011-12-26,Clear,4
2011-12-27,Clear,4
2011-12-28,Clear,4
2011-12-29,Clear,4
2011-12-30,"Rain, Partially cloudy",4
2011-12-31,Rain,4
2012-10-01,Clear,4
2012-10-02,Clear,4
2012-10-03,"Rain, Partially cloudy",4
2012-10-04,Partially cloudy,4
2012-10-05,Partially cloudy,4
2012-10-06,Clear,4
2012-10-07,Clear,4
2012-10-08,"Rain, Partially cloudy",4
2012-10-09,Partially cloudy,4
2012-10-10,Partially cloudy,4
2012-10-11,"Rain, Partially cloudy",4
2012-10-12,Partially cloudy,4
2012-10-13,Clear,4
2012-10-14,Clear,4
2012-10-15,Clear,4
2012-10-16,Clear,4
2012-10-17,Clear,4
2012-10-18,Partially cloudy,4
2012-10-19,Partially cloudy,4
2012-10-20,"Rain, Overcast",4
2012-10-21,Partially cloudy,4
2012-10-22,Overcast,4
2012-10-23,"Rain, Partially cloudy",4
2012-10-24,Clear,4
2012-10-25,Clear,4
2012-10-26,Clear,4
2012-10-27,Clear,4
2012-10-28,Clear,4
2012-10-29,Clear,4
2012-10-30,Partially cloudy,4
2012-10-31,Partially cloudy,4
2012-11-01,Partially cloudy,4
2012-11-02,Partially cloudy,4
2012-11-03,Rain,4
2012-11-04,Rain,4
2012-11-05,Clear,4
2012-11-06,Clear,4
2012-11-07,Partially cloudy,4
2012-11-08,"Rain, Overcast",4
2012-11-09,Partially cloudy,4
2012-11-10,Partially cloudy,4
2012-11-11,Clear,4
2012-11-12,Clear,4
2012-11-13,Clear,4
2012-11-14,Clear,4
2012-11-15,"Rain, Partially cloudy",4
2012-11-16,"Rain, Overcast",4
2012-11-17,"Rain, Overcast",4
2012-11-18,"Rain, Partially cloudy",4
2012-11-19,Rain,4
2012-11-20,Rain,4
2012-11-21,Rain,4
2012-11-22,"Rain, Partially cloudy",4
2012-11-23,"Rain, Partially cloudy",4
2012-11-24,Rain,4
2012-11-25,"Rain, Partially cloudy",4
2012-11-26,Partially cloudy,4
2012-11-27,Partially cloudy,4
2012-11-28,"Rain, Partially cloudy",4
2012-11-29,"Rain, Overcast",4
2012-11-30,"Rain, Overcast",4
2012-12-01,"Rain, Overcast",4
2012-12-02,"Rain, Overcast",4
2012-12-03,"Rain, Partially cloudy",4
2012-12-04,"Rain, Partially cloudy",4
2012-12-05,"Rain, Partially cloudy",4
2012-12-06,Partially cloudy,4
2012-12-07,"Rain, Partially cloudy",4
2012-12-08,"Rain, Partially cloudy",4
2012-12-09,Partially cloudy,4
2012-12-10,Rain,4
2012-12-11,Clear,4
2012-12-12,"Rain, Overcast",4
2012-12-13,"Rain, Partially cloudy",4
2012-12-14,"Rain, Partially cloudy",4
2012-12-15,"Rain, Partially cloudy",4
2012-12-16,"Rain, Overcast",4
2012-12-17,Overcast,4
2012-12-18,"Rain, Partially cloudy",4
2012-12-19,Clear,4
2012-12-20,Clear,4
2012-12-21,Clear,4
2012-12-22,"Rain, Partially cloudy",4
2012-12-23,"Rain, Partially cloudy",4
2012-12-24,"Rain, Partially cloudy",4
2012-12-25,Partially cloudy,4
2012-12-26,"Rain, Partially cloudy",4
2012-12-27,Clear,4
2012-12-28,Clear,4
2012-12-29,"Rain, Partially cloudy",4
2012-12-30,Partially cloudy,4
2012-12-31,Clear,4
2013-10-01,Clear,4
2013-10-02,Partially cloudy,4
2013-10-03,Partially cloudy,4
2013-10-04,Partially cloudy,4
2013-10-05,Clear,4
2013-10-06,Clear,4
2013-10-07,Clear,4
2013-10-08,Partially cloudy,4
2013-10-09,"Rain, Partially cloudy",4
2013-10-10,Clear,4
2013-10-11,Clear,4
2013-10-12,Rain,4
2013-10-13,Partially cloudy,4
2013-10-14,Clear,4
2013-10-15,Clear,4
2013-10-16,Clear,4
2013-10-17,Clear,4
2013-10-18,Clear,4
2013-10-19,Clear,4
2013-10-20,"Rain, Partially cloudy",4
2013-10-21,"Rain, Partially cloudy",4
2013-10-22,Partially cloudy,4
2013-10-23,Overcast,4
2013-10-24,Partially cloudy,4
2013-10-25,Partially cloudy,4
2013-10-26,Partially cloudy,4
2013-10-27,"Rain, Partially cloudy",4
2013-10-28,"Rain, Partially cloudy",4
2013-10-29,Partially cloudy,4
2013-10-30,Clear,4
2013-10-31,Clear,4
2013-11-01,Clear,4
2013-11-02,Clear,4
2013-11-03,Partially cloudy,4
2013-11-04,Partially cloudy,4
2013-11-05,Clear,4
2013-11-06,Clear,4
2013-11-07,Clear,4
2013-11-08,Clear,4
2013-11-09,Partially cloudy,4
2013-11-10,Clear,4
2013-11-11,Clear,4
2013-11-12,Clear,4
2013-11-13,Clear,4
2013-11-14,Clear,4
2013-11-15,Partially cloudy,4
2013-11-16,Partially cloudy,4
2013-11-17,Partially cloudy,4
2013-11-18,Partially cloudy,4
2013-11-19,Partially cloudy,4
2013-11-20,"Rain, Partially cloudy",4
2013-11-21,"Rain, Partially cloudy",4
2013-11-22,"Rain, Partially cloudy",4
2013-11-23,Partially cloudy,4
2013-11-24,Clear,4
2013-11-25,Clear,4
2013-11-26,Clear,4
2013-11-27,Clear,4
2013-11-28,Partially cloudy,4
2013-11-29,"Rain, Partially cloudy",4
2013-11-30,Clear,4
2013-12-01,Clear,4
2013-12-02,Clear,4
2013-12-03,Partially cloudy,4
2013-12-04,Clear,4
2013-12-05,Clear,4
2013-12-06,Partially cloudy,4
2013-12-07,"Rain, Partially cloudy",4
2013-12-08,Clear,4
2013-12-09,Clear,4
2013-12-10,Clear,4
2013-12-11,Clear,4
2013-12-12,Clear,4
2013-12-13,Clear,4
2013-12-14,Clear,4
2013-12-15,Clear,4
2013-12-16,Clear,4
2013-12-17,Clear,4
2013-12-18,Partially cloudy,4
2013-12-19,"Rain, Partially cloudy",4
2013-12-20,Clear,4
2013-12-21,Partially cloudy,4
2013-12-22,Clear,4
2013-12-23,Clear,4
2013-12-24,Clear,4
2013-12-25,Clear,4
2013-12-26,Clear,4
2013-12-27,Clear,4
2013-12-28,Clear,4
2013-12-29,Rain,4
2013-12-30,Clear,4
2013-12-31,Clear,4
2014-10-01,Partially cloudy,4
2014-10-02,Clear,4
2014-10-03,Clear,4
2014-10-04,Clear,4
2014-10-05,Clear,4
2014-10-06,Clear,4
2014-10-07,Clear,4
2014-10-08,Clear,4
2014-10-09,Partially cloudy,4
2014-10-10,Partially cloudy,4
2014-10-11,Partially cloudy,4
2014-10-12,Partially cloudy,4
2014-10-13,Partially cloudy,4
2014-10-14,Partially cloudy,4
2014-10-15,Partially cloudy,4
2014-10-16,Clear,4
2014-10-17,Partially cloudy,4
2014-10-18,Clear,4
2014-10-19,Partially cloudy,4
2014-10-20,Partially cloudy,4
2014-10-21,Clear,4
2014-10-22,Clear,4
2014-10-23,Clear,4
2014-10-24,Clear,4
2014-10-25,Partially cloudy,4
2014-10-26,Clear,4
2014-10-27,Clear,4
2014-10-28,Clear,4
2014-10-29,Clear,4
2014-10-30,Clear,4
2014-10-31,Partially cloudy,4
2014-11-01,"Rain, Partially cloudy",4
2014-11-02,Clear,4
2014-11-03,Clear,4
2014-11-04,Clear,4
2014-11-05,Clear,4
2014-11-06,Clear,4
2014-11-07,Clear,4
2014-11-08,Clear,4
2014-11-09,Partially cloudy,4
2014-11-10,Partially cloudy,4
2014-11-11,Overcast,4
2014-11-12,"Rain, Partially cloudy",4
2014-11-13,Partially cloudy,4
2014-11-14,Partially cloudy,4
2014-11-15,Partially cloudy,4
2014-11-16,Clear,4
2014-11-17,Clear,4
2014-11-18,Clear,4
2014-11-19,Partially cloudy,4
2014-11-20,Partially cloudy,4
2014-11-21,Rain,4
2014-11-22,Clear,4
2014-11-23,Clear,4
2014-11-24,Clear,4
2014-11-25,Clear,4
2014-11-26,Clear,4
2014-11-27,Clear,4
2014-11-28,Clear,4
2014-11-29,Partially cloudy,4
2014-11-30,"Rain, Overcast",4
2014-12-01,Partially cloudy,4
2014-12-02,"Rain, Overcast",4
2014-12-03,"Rain, Overcast",4
2014-12-04,"Rain, Partially cloudy",4
2014-12-05,Clear,4
2014-12-06,Clear,4
2014-12-07,Clear,4
2014-12-08,Clear,4
2014-12-09,Clear,4
2014-12-10,Clear,4
2014-12-11,"Rain, Overcast",4
2014-12-12,"Rain, Partially cloudy",4
2014-12-13,Clear,4
2014-12-14,Clear,4
2014-12-15,Partially cloudy,4
2014-12-16,"Rain, Overcast",4
2014-12-17,"Rain, Partially cloudy",4
2014-12-18,Partially cloudy,4
2014-12-19,Rain,4
2014-12-20,Rain,4
2014-12-21,Clear,4
2014-12-22,Clear,4
2014-12-23,Clear,4
2014-12-24,Clear,4
2014-12-25,Clear,4
2014-12-26,Clear,4
2014-12-27,Clear,4
2014-12-28,Clear,4
2014-12-29,Clear,4
2014-12-30,"Rain, Overcast",4
2014-12-31,Clear,4
2015-10-01,Clear,4
2015-10-02,Clear,4
2015-10-03,Partially cloudy,4
2015-10-04,"Rain, Partially cloudy",4
2015-10-05,"Rain, Partially cloudy",4
2015-10-06,Clear,4
2015-10-07,Clear,4
2015-10-08,Clear,4
2015-10-09,Clear,4
2015-10-10,Clear,4
2015-10-11,Clear,4
2015-10-12,Clear,4
2015-10-13,Clear,4
2015-10-14,Partially cloudy,4
2015-10-15,Partially cloudy,4
2015-10-16,Partially cloudy,4
2015-10-17,Partially cloudy,4
2015-10-18,"Rain, Partially cloudy",4
2015-10-19,Partially cloudy,4
2015-10-20,Clear,4
2015-10-21,Clear,4
2015-10-22,Partially cloudy,4
2015-10-23,Partially cloudy,4
2015-10-24,Clear,4
2015-10-25,Rain,4
2015-10-26,Clear,4
2015-10-27,Clear,4
2015-10-28,Clear,4
2015-10-29,Clear,4
2015-10-30,Clear,4
2015-10-31,Clear,4
2015-11-01,Clear,4
2015-11-02,"Rain, Partially cloudy",4
2015-11-03,"Rain, Partially cloudy",4
2015-11-04,Clear,4
2015-11-05,Clear,4
2015-11-06,Clear,4
2015-11-07,Clear,4
2015-11-08,Clear,4
2015-11-09,"Rain, Partially cloudy",4
2015-11-10,Clear,4
2015-11-11,Clear,4
2015-11-12,Clear,4
2015-11-13,Clear,4
2015-11-14,Clear,4
2015-11-15,Partially cloudy,4
2015-11-16,Clear,4
2015-11-17,Clear,4
2015-11-18,Clear,4
2015-11-19,Clear,4
2015-11-20,Clear,4
2015-11-21,Clear,4
2015-11-22,Clear,4
2015-11-23,Clear,4
2015-11-24,"Rain, Partially cloudy",4
2015-11-25,Rain,4
2015-11-26,Partially cloudy,4
2015-11-27,Partially cloudy,4
2015-11-28,Clear,4
2015-11-29,Clear,4
2015-11-30,Clear,4
2015-12-01,Clear,4
2015-12-02,Clear,4
2015-12-03,Clear,4
2015-12-04,Clear,4
2015-12-05,Clear,4
2015-12-06,Clear,4
2015-12-07,Clear,4
2015-12-08,Clear,4
2015-12-09,Clear,4
2015-12-10,"Rain, Partially cloudy",4
2015-12-11,"Rain, Partially cloudy",4
2015-12-12,Clear,4
2015-12-13,"Rain, Partially cloudy",4
2015-12-14,Clear,4
2015-12-15,Clear,4
2015-12-16,Clear,4
2015-12-17,Clear,4
2015-12-18,Clear,4
2015-12-19,"Rain, Partially cloudy",4
2015-12-20,Rain,4
2015-12-21,"Rain, Partially cloudy",4
2015-12-22,"Rain, Partially cloudy",4
2015-12-23,Clear,4
2015-12-24,Clear,4
2015-12-25,Clear,4
2015-12-26,Clear,4
2015-12-27,Clear,4
2015-12-28,Partially cloudy,4
2015-12-29,Clear,4
2015-12-30,Clear,4
2015-12-31,Clear,4
2016-10-01,Clear,4
2016-10-02,Clear,4
2016-10-03,Clear,4
2016-10-04,Rain,4
2016-10-05,Clear,4
2016-10-06,Clear,4
2016-10-07,Clear,4
2016-10-08,Clear,4
2016-10-09,Clear,4
2016-10-10,Clear,4
2016-10-11,Partially cloudy,4
2016-10-12,Partially cloudy,4
2016-10-13,"Rain, Partially cloudy",4
2016-10-14,"Rain, Partially cloudy",4
2016-10-15,Partially cloudy,4
2016-10-16,Partially cloudy,4
2016-10-17,"Rain, Partially cloudy",4
2016-10-18,Clear,4
2016-10-19,Clear,4
2016-10-20,Rain,4
2016-10-21,Clear,4
2016-10-22,Clear,4
2016-10-23,"Rain, Partially cloudy",4
2016-10-24,"Rain, Partially cloudy",4
2016-10-25,Rain,4
2016-10-26,Clear,4
2016-10-27,Clear,4
2016-10-28,"Rain, Partially cloudy",4
2016-10-29,"Rain, Partially cloudy",4
2016-10-30,"Rain, Partially cloudy",4
2016-10-31,Rain,4
2016-11-01,Partially cloudy,4
2016-11-02,Clear,4
2016-11-03,Clear,4
2016-11-04,Clear,4
2016-11-05,Rain,4
2016-11-06,Rain,4
2016-11-07,Clear,4
2016-11-08,Clear,4
2016-11-09,Clear,4
2016-11-10,Clear,4
2016-11-11,Clear,4
2016-11-12,Rain,4
2016-11-13,Rain,4
2016-11-14,Clear,4
2016-11-15,Clear,4
2016-11-16,Partially cloudy,4
2016-11-17,Clear,4
2016-11-18,Clear,4
2016-11-19,Rain,4
2016-11-20,"Rain, Partially cloudy",4
2016-11-21,"Rain, Partially cloudy",4
2016-11-22,Clear,4
2016-11-23,Rain,4
2016-11-24,Rain,4
2016-11-25,Rain,4
2016-11-26,"Rain, Partially cloudy",4
2016-11-27,"Rain, Partially cloudy",4
2016-11-28,Clear,4
2016-11-29,Clear,4
2016-11-30,Clear,4
2016-12-01,Clear,4
2016-12-02,Clear,4
2016-12-03,Clear,4
2016-12-04,Clear,4
2016-12-05,Partially cloudy,4
2016-12-06,Partially cloudy,4
2016-12-07,Partially cloudy,4
2016-12-08,Partially cloudy,4
2016-12-09,Partially cloudy,4
2016-12-10,Partially cloudy,4
2016-12-11,"Rain, Overcast",4
2016-12-12,Partially cloudy,4
2016-12-13,Partially cloudy,4
2016-12-14,Clear,4
2016-12-15,"Rain, Partially cloudy",4
2016-12-16,"Rain, Partially cloudy",4
2016-12-17,Clear,4
2016-12-18,Clear,4
2016-12-19,Clear,4
2016-12-20,Clear,4
2016-12-21,"Rain, Partially cloudy",4
2016-12-22,"Rain, Partially cloudy",4
2016-12-23,"Rain, Overcast",4
2016-12-24,"Rain, Partially cloudy",4
2016-12-25,Clear,4
2016-12-26,Partially cloudy,4
2016-12-27,Clear,4
2016-12-28,Clear,4
2016-12-29,Clear,4
2016-12-30,"Rain, Overcast",4
2016-12-31,"Rain, Partially cloudy",4
2017-10-01,Partially cloudy,4
2017-10-02,Partially cloudy,4
2017-10-03,Partially cloudy,4
2017-10-04,Clear,4
2017-10-05,Clear,4
2017-10-06,Clear,4
2017-10-07,Clear,4
2017-10-08,Partially cloudy,4
2017-10-09,Partially cloudy,4
2017-10-10,Clear,4
2017-10-11,Partially cloudy,4
2017-10-12,Partially cloudy,4
2017-10-13,Clear,4
2017-10-14,Clear,4
2017-10-15,Clear,4
2017-10-16,Clear,4
2017-10-17,Clear,4
2017-10-18,Clear,4
2017-10-19,Partially cloudy,4
2017-10-20,"Rain, Partially cloudy",4
2017-10-21,Clear,4
2017-10-22,Clear,4
2017-10-23,Clear,4
2017-10-24,Clear,4
2017-10-25,Clear,4
2017-10-26,Clear,4
2017-10-27,Clear,4
2017-10-28,Partially cloudy,4
2017-10-29,Overcast,4
2017-10-30,Overcast,4
2017-10-31,"Rain, Partially cloudy",4
2017-11-01,Partially cloudy,4
2017-11-02,"Rain, Partially cloudy",4
2017-11-03,"Rain, Partially cloudy",4
2017-11-04,Clear,4
2017-11-05,Partially cloudy,4
2017-11-06,Partially cloudy,4
2017-11-07,Clear,4
2017-11-08,Clear,4
2017-11-09,Clear,4
2017-11-10,Partially cloudy,4
2017-11-11,Clear,4
2017-11-12,Clear,4
2017-11-13,Clear,4
2017-11-14,Clear,4
2017-11-15,Clear,4
2017-11-16,Partially cloudy,4
2017-11-17,"Rain, Partially cloudy",4
2017-11-18,Clear,4
2017-11-19,Clear,4
2017-11-20,Clear,4
2017-11-21,Clear,4
2017-11-22,Clear,4
2017-11-23,Clear,4
2017-11-24,Clear,4
2017-11-25,Clear,4
2017-11-26,Partially cloudy,4
2017-11-27,"Rain, Partially cloudy",4
2017-11-28,Clear,4
2017-11-29,Clear,4
2017-11-30,Clear,4
2017-12-01,Clear,4
2017-12-02,Clear,4
2017-12-03,Clear,4
2017-12-04,Clear,4
2017-12-05,Clear,4
2017-12-06,Clear,4
2017-12-07,Clear,4
2017-12-08,Clear,4
2017-12-09,Clear,4
2017-12-10,Clear,4
2017-12-11,Clear,4
2017-12-12,Clear,4
2017-12-13,Clear,4
2017-12-14,Clear,4
2017-12-15,Clear,4
2017-12-16,Clear,4
2017-12-17,Clear,4
2017-12-18,Clear,4
2017-12-19,Clear,4
2017-12-20,"Rain, Partially cloudy",4
2017-12-21,Clear,4
2017-12-22,Clear,4
2017-12-23,Clear,4
2017-12-24,Clear,4
2017-12-25,Clear,4
2017-12-26,Clear,4
2017-12-27,Clear,4
2017-12-28,Clear,4
2017-12-29,Clear,4
2017-12-30,Partially cloudy,4
2017-12-31,Partially cloudy,4
2018-10-01,Clear,4
2018-10-02,Partially cloudy,4
2018-10-03,"Rain, Partially cloudy",4
2018-10-04,"Rain, Partially cloudy",4
2018-10-05,Partially cloudy,4
2018-10-06,Partially cloudy,4
2018-10-07,Partially cloudy,4
2018-10-08,Partially cloudy,4
2018-10-09,Partially cloudy,4
2018-10-10,Partially cloudy,4
2018-10-11,Partially cloudy,4
2018-10-12,"Rain, Partially cloudy",4
2018-10-13,"Rain, Partially cloudy",4
2018-10-14,Partially cloudy,4
2018-10-15,Clear,4
2018-10-16,Clear,4
2018-10-17,Clear,4
2018-10-18,Clear,4
2018-10-19,Clear,4
2018-10-20,Clear,4
2018-10-21,Clear,4
2018-10-22,Partially cloudy,4
2018-10-23,Partially cloudy,4
2018-10-24,Partially cloudy,4
2018-10-25,Partially cloudy,4
2018-10-26,Partially cloudy,4
2018-10-27,Partially cloudy,4
2018-10-28,Partially cloudy,4
2018-10-29,Partially cloudy,4
2018-10-30,Partially cloudy,4
2018-10-31,Clear,4
2018-11-01,Clear,4
2018-11-02,Clear,4
2018-11-03,Clear,4
2018-11-04,Partially cloudy,4
2018-11-05,Partially cloudy,4
2018-11-06,Partially cloudy,4
2018-11-07,Partially cloudy,4
2018-11-08,Partially cloudy,4
2018-11-09,Clear,4
2018-11-10,Partially cloudy,4
2018-11-11,Clear,4
2018-11-12,Clear,4
2018-11-13,Clear,4
2018-11-14,Clear,4
2018-11-15,Clear,4
2018-11-16,Clear,4
2018-11-17,Partially cloudy,4
2018-11-18,Clear,4
2018-11-19,Clear,4
2018-11-20,Clear,4
2018-11-21,"Rain, Partially cloudy",4
2018-11-22,"Rain, Partially cloudy",4
2018-11-23,Clear,4
2018-11-24,Clear,4
2018-11-25,Clear,4
2018-11-26,Clear,4
2018-11-27,Clear,4
2018-11-28,"Rain, Partially cloudy",4
2018-11-29,"Rain, Partially cloudy",4
2018-11-30,"Rain, Partially cloudy",4
2018-12-01,Clear,4
2018-12-02,Clear,4
2018-12-03,Clear,4
2018-12-04,Clear,4
2018-12-05,"Rain, Overcast",4
2018-12-06,"Rain, Partially cloudy",4
2018-12-07,Rain,4
2018-12-08,Clear,4
2018-12-09,Clear,4
2018-12-10,Clear,4
2018-12-11,Clear,4
2018-12-12,Partially cloudy,4
2018-12-13,Clear,4
2018-12-14,Clear,4
2018-12-15,Clear,4
2018-12-16,Clear,4
2018-12-17,Partially cloudy,4
2018-12-18,Clear,4
2018-12-19,Clear,4
2018-12-20,Clear,4
2018-12-21,Clear,4
2018-12-22,Partially cloudy,4
2018-12-23,Partially cloudy,4
2018-12-24,Partially cloudy,4
2018-12-25,Partially cloudy,4
2018-12-26,Clear,4
2018-12-27,Clear,4
2018-12-28,Clear,4
2018-12-29,Clear,4
2018-12-30,Clear,4
2018-12-31,Partially cloudy,4
2019-10-01,Clear,4
2019-10-02,Clear,4
2019-10-03,Clear,4
2019-10-04,Clear,4
2019-10-05,Clear,4
2019-10-06,Clear,4
2019-10-07,Clear,4
2019-10-08,Partially cloudy,4
2019-10-09,Partially cloudy,4
2019-10-10,Partially cloudy,4
2019-10-11,Clear,4
2019-10-12,Clear,4
2019-10-13,Clear,4
2019-10-14,Partially cloudy,4
2019-10-15,Clear,4
2019-10-16,Clear,4
2019-10-17,Clear,4
2019-10-18,Clear,4
2019-10-19,Clear,4
2019-10-20,Clear,4
2019-10-21,Clear,4
2019-10-22,Clear,4
2019-10-23,Clear,4
2019-10-24,Clear,4
2019-10-25,Clear,4
2019-10-26,Clear,4
2019-10-27,Partially cloudy,4
2019-10-28,Clear,4
2019-10-29,Clear,4
2019-10-30,Clear,4
2019-10-31,Clear,4
2019-11-01,Clear,4
2019-11-02,Clear,4
2019-11-03,Clear,4
2019-11-04,Clear,4
